Area,Season,Year,Months,Temperature Change,Outlier Type
Lebanon,Summer,2012,July,2.617,High
Libya,Winter,2012,February,-2.313,Low
Libya,Fall,2012,October,2.752,High
Liechtenstein,Winter,2012,February,-3.617,Low
Liechtenstein,Spring,2012,March,3.802,High
Liechtenstein,Summer,2012,June,2.615,High
Liechtenstein,Summer,2012,August,3.035,High
Lithuania,Winter,2012,February,-3.593,Low
Lithuania,Spring,2012,March,3.306,High
Lithuania,Fall,2012,November,2.756,High
Luxembourg,Winter,2012,February,-2.834,Low
Luxembourg,Spring,2012,March,3.595,High
Luxembourg,Summer,2012,August,2.52,High
Malawi,Summer,2012,August,2.932,High
Malta,Summer,2012,July,2.622,High
Malta,Summer,2012,August,2.578,High
Malta,Fall,2012,October,2.566,High
Malta,Fall,2012,November,2.773,High
Mauritania,Fall,2012,November,2.655,High
Monaco,Winter,2012,February,-2.299,Low
Monaco,Summer,2012,August,2.929,High
Mongolia,Winter,2012,January,-2.62,Low
Mongolia,Winter,2012,December,-2.6,Low
Montenegro,Winter,2012,February,-4.757,Low
Montenegro,Summer,2012,June,3.471,High
Montenegro,Summer,2012,July,4.285,High
Montenegro,Summer,2012,August,3.569,High
Montenegro,Fall,2012,September,2.945,High
Montenegro,Fall,2012,October,2.673,High
Montenegro,Fall,2012,November,2.879,High
Morocco,Winter,2012,February,-2.28,Low
Morocco,Spring,2012,May,3.406,High
Morocco,Summer,2012,June,4.19,High
Morocco,Summer,2012,July,2.503,High
Morocco,Summer,2012,August,2.84,High
Nepal,Summer,2012,June,2.595,High
Netherlands,Spring,2012,March,3.378,High
North Macedonia,Winter,2012,February,-3.475,Low
North Macedonia,Summer,2012,June,2.894,High
North Macedonia,Summer,2012,July,4.062,High
North Macedonia,Summer,2012,August,2.857,High
North Macedonia,Fall,2012,September,2.585,High
North Macedonia,Fall,2012,October,3.109,High
Norway,Spring,2012,March,4.425,High
Norway,Winter,2012,December,-2.673,Low
Palestine,Summer,2012,July,2.549,High
Paraguay,Fall,2012,October,2.569,High
Poland,Winter,2012,February,-3.49,Low
Poland,Spring,2012,March,3.21,High
Qatar,Spring,2012,May,3.653,High
Republic of Korea,Winter,2012,December,-2.947,Low
Republic of Moldova,Winter,2012,February,-5.785,Low
Republic of Moldova,Spring,2012,April,3.05,High
Republic of Moldova,Spring,2012,May,3.409,High
Republic of Moldova,Summer,2012,June,3.138,High
Republic of Moldova,Summer,2012,July,4.304,High
Republic of Moldova,Summer,2012,August,2.513,High
Republic of Moldova,Fall,2012,September,2.573,High
Republic of Moldova,Fall,2012,October,2.77,High
Republic of Moldova,Winter,2012,December,-2.378,Low
Romania,Winter,2012,February,-5.22,Low
Romania,Summer,2012,June,2.869,High
Romania,Summer,2012,July,4.372,High
Romania,Summer,2012,August,2.83,High
Romania,Fall,2012,September,2.93,High
Russian Federation,Spring,2012,April,3.197,High
Russian Federation,Summer,2012,June,2.711,High
Russian Federation,Fall,2012,November,2.651,High
Saint Pierre and Miquelon,Spring,2012,May,2.893,High
Saint Pierre and Miquelon,Summer,2012,July,3.012,High
Saint Pierre and Miquelon,Summer,2012,August,4.076,High
Saint Pierre and Miquelon,Fall,2012,September,3.518,High
Saint Pierre and Miquelon,Fall,2012,October,2.777,High
San Marino,Winter,2012,February,-3.093,Low
San Marino,Spring,2012,March,3.14,High
San Marino,Summer,2012,June,3.462,High
San Marino,Summer,2012,July,3.442,High
San Marino,Summer,2012,August,3.7,High
San Marino,Fall,2012,November,2.544,High
Saudi Arabia,Summer,2012,July,2.626,High
Serbia,Winter,2012,February,-5.319,Low
Serbia,Summer,2012,June,3.108,High
Serbia,Summer,2012,July,4.298,High
Serbia,Summer,2012,August,3.236,High
Serbia,Fall,2012,September,3.045,High
Serbia,Fall,2012,November,2.671,High
Slovakia,Winter,2012,February,-4.345,Low
Slovakia,Summer,2012,July,2.828,High
Slovakia,Fall,2012,November,2.569,High
Slovenia,Winter,2012,February,-3.423,Low
Slovenia,Spring,2012,March,3.943,High
Slovenia,Summer,2012,June,2.921,High
Slovenia,Summer,2012,July,2.877,High
Slovenia,Summer,2012,August,3.543,High
Slovenia,Fall,2012,November,3.035,High
Spain,Summer,2012,June,2.704,High
Svalbard and Jan Mayen Islands,Winter,2012,January,10.826,High
Svalbard and Jan Mayen Islands,Winter,2012,February,8.625,High
Svalbard and Jan Mayen Islands,Spring,2012,March,9.007,High
Svalbard and Jan Mayen Islands,Winter,2012,December,3.871,High
Sweden,Spring,2012,March,4.944,High
Sweden,Fall,2012,November,2.667,High
Sweden,Winter,2012,December,-2.822,Low
Switzerland,Winter,2012,February,-3.673,Low
Switzerland,Spring,2012,March,3.717,High
Switzerland,Summer,2012,August,3.043,High
Syrian Arab Republic,Summer,2012,June,2.726,High
Tajikistan,Winter,2012,February,-3.254,Low
Tajikistan,Spring,2012,March,-1.949,Low
Tunisia,Winter,2012,February,-2.449,Low
Tunisia,Summer,2012,June,3.296,High
Tunisia,Summer,2012,July,3.163,High
Tunisia,Summer,2012,August,2.622,High
Tunisia,Fall,2012,October,3.891,High
Tunisia,Fall,2012,November,3.68,High
Turkey,Winter,2012,February,-2.72,Low
Turkey,Summer,2012,June,2.578,High
Turkey,Fall,2012,October,2.552,High
Turkmenistan,Winter,2012,February,-3.956,Low
Turkmenistan,Spring,2012,April,4.54,High
Ukraine,Winter,2012,February,-5.516,Low
Ukraine,Spring,2012,April,3.504,High
Ukraine,Spring,2012,May,3.501,High
Ukraine,Summer,2012,July,3.571,High
Ukraine,Fall,2012,October,2.935,High
United Arab Emirates,Spring,2012,May,3.417,High
United Kingdom,Spring,2012,March,3.032,High
United States of America,Spring,2012,March,3.688,High
Uruguay,Summer,2012,July,-2.614,Low
Uruguay,Summer,2012,August,2.616,High
Uzbekistan,Winter,2012,February,-4.168,Low
Uzbekistan,Spring,2012,April,5.434,High
Uzbekistan,Winter,2012,December,-3.281,Low
Zambia,Summer,2012,August,3.534,High
Northern America,Winter,2012,February,3.37,High
Northern America,Spring,2012,March,2.997,High
Central Asia,Winter,2012,February,-4.327,Low
Central Asia,Spring,2012,April,5.689,High
Central Asia,Summer,2012,August,2.572,High
Central Asia,Fall,2012,October,2.531,High
Central Asia,Winter,2012,December,-4.102,Low
Eastern Europe,Spring,2012,April,3.137,High
Eastern Europe,Summer,2012,June,2.619,High
Eastern Europe,Fall,2012,November,2.619,High
Northern Europe,Spring,2012,March,3.964,High
Northern Europe,Winter,2012,December,-2.087,Low
Southern Europe,Winter,2012,February,-2.51,Low
Southern Europe,Summer,2012,June,2.773,High
Southern Europe,Summer,2012,August,2.685,High
Western Europe,Winter,2012,February,-2.829,Low
Western Europe,Spring,2012,March,3.319,High
Western Europe,Summer,2012,August,2.532,High
European Union,Winter,2012,February,-2.078,Low
European Union,Spring,2012,March,2.968,High
Afghanistan,Fall,2013,September,2.586,High
Albania,Summer,2013,August,2.822,High
Algeria,Spring,2013,March,2.801,High
Algeria,Fall,2013,October,3.903,High
Andorra,Summer,2013,July,3.205,High
Andorra,Fall,2013,October,2.893,High
Antarctica,Spring,2013,May,-3.115,Low
Antarctica,Summer,2013,June,4.04,High
Antarctica,Summer,2013,August,5.096,High
Antarctica,Fall,2013,September,6.738,High
Antarctica,Fall,2013,November,2.632,High
Armenia,Winter,2013,February,3.435,High
Armenia,Winter,2013,December,-3.642,Low
Australia,Fall,2013,September,2.781,High
Austria,Summer,2013,July,3.219,High
Azerbaijan,Winter,2013,February,3.452,High
Azerbaijan,Spring,2013,March,3.105,High
Belarus,Winter,2013,February,4.32,High
Belarus,Spring,2013,March,-2.73,Low
Belarus,Spring,2013,May,4.174,High
Belarus,Summer,2013,June,2.577,High
Belarus,Fall,2013,November,3.944,High
Belarus,Winter,2013,December,3.572,High
Belgium,Spring,2013,March,-2.482,Low
Belgium,Summer,2013,July,2.78,High
Bosnia and Herzegovina,Summer,2013,August,2.907,High
Bulgaria,Spring,2013,May,2.801,High
Canada,Winter,2013,December,-2.759,Low
Channel Islands,Summer,2013,July,2.505,High
"China, Hong Kong SAR",Winter,2013,February,3.501,High
"China, Macao SAR",Winter,2013,February,3.501,High
Croatia,Summer,2013,August,2.806,High
Czechia,Spring,2013,March,-2.442,Low
Czechia,Summer,2013,July,2.782,High
Denmark,Spring,2013,March,-2.516,Low
Denmark,Winter,2013,December,3.519,High
Estonia,Winter,2013,February,3.863,High
Estonia,Spring,2013,March,-3.142,Low
Estonia,Spring,2013,May,4.114,High
Estonia,Summer,2013,June,3.014,High
Estonia,Fall,2013,November,3.367,High
Estonia,Winter,2013,December,4.885,High
Finland,Winter,2013,February,5.023,High
Finland,Spring,2013,March,-3.428,Low
Finland,Spring,2013,May,4.011,High
Finland,Summer,2013,June,3.01,High
Finland,Fall,2013,November,2.646,High
Finland,Winter,2013,December,4.754,High
France,Summer,2013,July,3.05,High
France,Fall,2013,October,2.563,High
Georgia,Winter,2013,February,3.698,High
Georgia,Winter,2013,December,-2.454,Low
Germany,Spring,2013,March,-2.823,Low
Germany,Summer,2013,July,2.747,High
Germany,Winter,2013,December,2.969,High
Greenland,Winter,2013,January,3.754,High
Greenland,Spring,2013,March,4.567,High
Hungary,Summer,2013,August,2.663,High
Iceland,Winter,2013,January,3.307,High
Iceland,Winter,2013,February,3.367,High
Ireland,Spring,2013,March,-1.982,Low
Ireland,Summer,2013,July,3.053,High
Isle of Man,Spring,2013,March,-2.39,Low
Isle of Man,Summer,2013,July,2.945,High
Israel,Spring,2013,March,2.81,High
Italy,Fall,2013,October,2.518,High
Kazakhstan,Winter,2013,January,3.4,High
Kazakhstan,Winter,2013,February,3.557,High
Kazakhstan,Spring,2013,March,5.609,High
Kazakhstan,Fall,2013,November,4.714,High
Kazakhstan,Winter,2013,December,3.258,High
Kyrgyzstan,Spring,2013,March,4.43,High
Latvia,Winter,2013,February,3.558,High
Latvia,Spring,2013,March,-3.131,Low
Latvia,Spring,2013,May,4.303,High
Latvia,Summer,2013,June,2.827,High
Latvia,Fall,2013,November,3.263,High
Latvia,Winter,2013,December,4.523,High
Libya,Spring,2013,March,3.689,High
Libya,Spring,2013,May,2.957,High
Liechtenstein,Summer,2013,July,3.209,High
Lithuania,Winter,2013,February,3.589,High
Lithuania,Spring,2013,March,-3.097,Low
Lithuania,Spring,2013,May,4.049,High
Lithuania,Fall,2013,November,3.219,High
Lithuania,Winter,2013,December,4.315,High
Luxembourg,Spring,2013,March,-2.568,Low
Luxembourg,Summer,2013,July,3.115,High
Mali,Spring,2013,March,2.892,High
Malta,Fall,2013,October,2.972,High
Mongolia,Spring,2013,March,4.407,High
Mongolia,Fall,2013,November,3.051,High
Mongolia,Winter,2013,December,3.224,High
Montenegro,Summer,2013,August,3.014,High
Morocco,Fall,2013,October,3.137,High
Namibia,Summer,2013,June,2.554,High
Netherlands,Spring,2013,March,-2.802,Low
Niger,Spring,2013,March,3.331,High
North Macedonia,Summer,2013,August,2.511,High
Norway,Spring,2013,March,-2.443,Low
Norway,Spring,2013,May,3.17,High
Norway,Winter,2013,December,3.771,High
Palestine,Spring,2013,March,2.878,High
Paraguay,Summer,2013,August,-1.805,Low
Poland,Spring,2013,March,-3.037,Low
Poland,Winter,2013,December,3.225,High
Republic of Moldova,Winter,2013,February,3.446,High
Republic of Moldova,Spring,2013,May,3.437,High
Republic of Moldova,Fall,2013,November,3.717,High
Romania,Fall,2013,November,2.865,High
Russian Federation,Fall,2013,November,5.405,High
Russian Federation,Winter,2013,December,4.945,High
Saint Pierre and Miquelon,Summer,2013,July,3.067,High
Saint Pierre and Miquelon,Fall,2013,September,2.802,High
Saint Pierre and Miquelon,Winter,2013,December,-2.198,Low
Serbia,Summer,2013,August,2.88,High
Slovenia,Summer,2013,July,3.082,High
Slovenia,Summer,2013,August,2.826,High
South Georgia and the South Sandwich Islands,Fall,2013,September,-1.834,Low
Svalbard and Jan Mayen Islands,Winter,2013,January,6.551,High
Svalbard and Jan Mayen Islands,Winter,2013,February,3.958,High
Svalbard and Jan Mayen Islands,Fall,2013,September,3.252,High
Svalbard and Jan Mayen Islands,Winter,2013,December,3.214,High
Sweden,Spring,2013,March,-2.555,Low
Sweden,Spring,2013,May,3.453,High
Sweden,Winter,2013,December,4.397,High
Switzerland,Summer,2013,July,3.038,High
Tajikistan,Spring,2013,March,3.168,High
Tunisia,Spring,2013,March,3.023,High
Tunisia,Spring,2013,April,2.821,High
Tunisia,Fall,2013,October,4.881,High
Turkey,Winter,2013,December,-2.671,Low
Turkmenistan,Winter,2013,January,4.156,High
Turkmenistan,Winter,2013,February,3.548,High
Turkmenistan,Spring,2013,March,3.338,High
Turkmenistan,Fall,2013,September,2.855,High
Ukraine,Winter,2013,February,4.143,High
Ukraine,Spring,2013,May,3.89,High
Ukraine,Fall,2013,November,3.65,High
United Kingdom,Spring,2013,March,-2.186,Low
United Kingdom,Summer,2013,July,2.569,High
Uzbekistan,Winter,2013,January,3.331,High
Uzbekistan,Winter,2013,February,3.579,High
Uzbekistan,Spring,2013,March,4.1,High
Uzbekistan,Fall,2013,September,2.678,High
Northern Africa,Spring,2013,March,2.922,High
Central Asia,Winter,2013,January,3.292,High
Central Asia,Winter,2013,February,3.457,High
Central Asia,Spring,2013,March,5.018,High
Central Asia,Fall,2013,November,3.801,High
Europe,Fall,2013,November,4.406,High
Europe,Winter,2013,December,4.202,High
Eastern Europe,Fall,2013,November,5.179,High
Eastern Europe,Winter,2013,December,4.648,High
Northern Europe,Spring,2013,March,-2.516,Low
Northern Europe,Winter,2013,December,3.631,High
Western Europe,Summer,2013,July,2.934,High
Oceania,Fall,2013,September,2.595,High
Australia and New Zealand,Fall,2013,September,2.71,High
Land Locked Developing Countries,Spring,2013,March,2.816,High
Afghanistan,Winter,2014,February,-3.187,Low
Albania,Winter,2014,January,3.583,High
Albania,Winter,2014,February,3.502,High
Algeria,Spring,2014,April,2.965,High
Algeria,Fall,2014,September,2.998,High
Andorra,Spring,2014,April,3.155,High
Andorra,Summer,2014,June,2.661,High
Andorra,Fall,2014,October,3.664,High
Andorra,Fall,2014,November,3.559,High
Antarctica,Spring,2014,March,-2.003,Low
Armenia,Spring,2014,March,3.058,High
Armenia,Summer,2014,August,3.491,High
Austria,Winter,2014,January,4.368,High
Austria,Winter,2014,February,3.602,High
Austria,Spring,2014,March,4.026,High
Austria,Spring,2014,April,2.932,High
Austria,Fall,2014,October,2.912,High
Austria,Fall,2014,November,3.82,High
Azerbaijan,Spring,2014,March,2.843,High
Azerbaijan,Spring,2014,May,3.354,High
Azerbaijan,Summer,2014,August,3.533,High
Bahrain,Spring,2014,April,2.936,High
Bahrain,Spring,2014,May,3.13,High
Bahrain,Fall,2014,October,2.57,High
Belarus,Winter,2014,February,5.496,High
Belarus,Spring,2014,March,7.027,High
Belarus,Summer,2014,July,2.835,High
Belgium,Winter,2014,January,3.709,High
Belgium,Winter,2014,February,3.766,High
Belgium,Spring,2014,March,3.519,High
Belgium,Spring,2014,April,3.677,High
Belgium,Fall,2014,October,3.078,High
Belgium,Fall,2014,November,2.743,High
Belize,Winter,2014,February,3.02,High
Bosnia and Herzegovina,Winter,2014,January,4.79,High
Bosnia and Herzegovina,Winter,2014,February,4.183,High
Bosnia and Herzegovina,Spring,2014,March,3.312,High
Bosnia and Herzegovina,Fall,2014,November,2.83,High
Bulgaria,Winter,2014,January,3.513,High
Bulgaria,Winter,2014,February,2.998,High
Bulgaria,Spring,2014,March,3.57,High
Croatia,Winter,2014,January,4.737,High
Croatia,Winter,2014,February,3.892,High
Croatia,Spring,2014,March,3.466,High
Croatia,Fall,2014,November,3.175,High
Czechia,Winter,2014,January,3.725,High
Czechia,Winter,2014,February,4.296,High
Czechia,Spring,2014,March,4.565,High
Czechia,Spring,2014,April,3.158,High
Czechia,Summer,2014,July,2.637,High
Czechia,Fall,2014,October,2.744,High
Czechia,Fall,2014,November,3.27,High
Democratic People's Republic of Korea,Spring,2014,March,2.904,High
Denmark,Winter,2014,February,4.937,High
Denmark,Spring,2014,March,4.338,High
Denmark,Spring,2014,April,3.403,High
Denmark,Summer,2014,July,3.745,High
Denmark,Fall,2014,October,2.997,High
Denmark,Fall,2014,November,2.729,High
Estonia,Winter,2014,February,6.572,High
Estonia,Spring,2014,March,5.605,High
Estonia,Spring,2014,April,2.894,High
Estonia,Summer,2014,July,3.234,High
Faroe Islands,Fall,2014,November,3.355,High
Finland,Winter,2014,February,8.577,High
Finland,Spring,2014,March,5.603,High
Finland,Summer,2014,July,3.431,High
Finland,Winter,2014,December,3.068,High
France,Winter,2014,January,3.226,High
France,Fall,2014,October,3.151,High
France,Fall,2014,November,3.352,High
French Southern and Antarctic Territories,Summer,2014,August,-1.854,Low
Gambia,Summer,2014,July,2.516,High
Georgia,Spring,2014,March,2.818,High
Georgia,Summer,2014,August,3.561,High
Germany,Winter,2014,January,3.145,High
Germany,Winter,2014,February,4.374,High
Germany,Spring,2014,March,3.944,High
Germany,Spring,2014,April,3.608,High
Germany,Summer,2014,July,2.754,High
Germany,Fall,2014,October,3.198,High
Germany,Fall,2014,November,2.826,High
Gibraltar,Spring,2014,April,2.895,High
Gibraltar,Fall,2014,October,3.028,High
Greenland,Winter,2014,January,3.244,High
Guinea-Bissau,Summer,2014,July,2.686,High
Holy See,Fall,2014,November,3.269,High
Hungary,Winter,2014,January,4.8,High
Hungary,Winter,2014,February,4.203,High
Hungary,Spring,2014,March,4.404,High
Hungary,Fall,2014,November,2.75,High
Iceland,Winter,2014,January,3.115,High
Iceland,Fall,2014,November,3.437,High
Italy,Winter,2014,January,2.964,High
Italy,Fall,2014,November,3.216,High
Kazakhstan,Winter,2014,February,-3.379,Low
Kazakhstan,Spring,2014,March,3.471,High
Kazakhstan,Summer,2014,August,3.099,High
Kuwait,Spring,2014,April,3.092,High
Kuwait,Spring,2014,May,2.832,High
Kyrgyzstan,Winter,2014,February,-3.021,Low
Latvia,Winter,2014,February,6.13,High
Latvia,Spring,2014,March,5.882,High
Latvia,Spring,2014,April,2.903,High
Latvia,Summer,2014,July,3.243,High
Libya,Summer,2014,August,2.673,High
Libya,Fall,2014,September,2.571,High
Liechtenstein,Winter,2014,January,3.842,High
Liechtenstein,Winter,2014,February,3.562,High
Liechtenstein,Spring,2014,March,3.347,High
Liechtenstein,Spring,2014,April,2.795,High
Liechtenstein,Fall,2014,October,2.764,High
Liechtenstein,Fall,2014,November,3.933,High
Lithuania,Winter,2014,February,5.736,High
Lithuania,Spring,2014,March,6.186,High
Lithuania,Spring,2014,April,2.927,High
Lithuania,Summer,2014,July,3.206,High
Luxembourg,Winter,2014,January,3.973,High
Luxembourg,Winter,2014,February,3.79,High
Luxembourg,Spring,2014,March,3.716,High
Luxembourg,Spring,2014,April,3.807,High
Luxembourg,Fall,2014,October,3.262,High
Luxembourg,Fall,2014,November,2.843,High
Malta,Fall,2014,November,2.719,High
Monaco,Fall,2014,October,3.005,High
Monaco,Fall,2014,November,3.303,High
Mongolia,Winter,2014,January,4.27,High
Mongolia,Spring,2014,March,3.534,High
Mongolia,Spring,2014,April,4.496,High
Montenegro,Winter,2014,January,4.719,High
Montenegro,Winter,2014,February,4.433,High
Montenegro,Spring,2014,March,2.943,High
Morocco,Spring,2014,April,3.49,High
Morocco,Spring,2014,May,3.457,High
Morocco,Fall,2014,October,3.605,High
Namibia,Fall,2014,November,-1.741,Low
Netherlands,Winter,2014,January,3.363,High
Netherlands,Winter,2014,February,4.254,High
Netherlands,Spring,2014,March,3.693,High
Netherlands,Spring,2014,April,3.935,High
Netherlands,Summer,2014,July,3.173,High
Netherlands,Fall,2014,October,3.158,High
North Macedonia,Winter,2014,January,3.613,High
North Macedonia,Winter,2014,February,3.633,High
North Macedonia,Spring,2014,March,2.913,High
Norway,Winter,2014,February,6.393,High
Norway,Spring,2014,March,3.96,High
Norway,Summer,2014,July,4.031,High
Paraguay,Fall,2014,September,3.02,High
Paraguay,Fall,2014,October,3.703,High
Poland,Winter,2014,February,4.999,High
Poland,Spring,2014,March,5.04,High
Poland,Summer,2014,July,2.948,High
Portugal,Fall,2014,October,3.07,High
Qatar,Spring,2014,April,2.909,High
Republic of Korea,Winter,2014,December,-2.157,Low
Republic of Moldova,Spring,2014,March,5.382,High
Romania,Winter,2014,January,3.608,High
Romania,Winter,2014,February,3.19,High
Romania,Spring,2014,March,4.336,High
Russian Federation,Spring,2014,March,5.171,High
Russian Federation,Spring,2014,April,3.815,High
Saint Pierre and Miquelon,Spring,2014,March,-3.314,Low
Saint Pierre and Miquelon,Summer,2014,July,2.707,High
Saint Pierre and Miquelon,Summer,2014,August,3.309,High
Saint Pierre and Miquelon,Fall,2014,October,2.683,High
San Marino,Winter,2014,January,3.533,High
San Marino,Winter,2014,February,3.459,High
San Marino,Fall,2014,November,3.472,High
Saudi Arabia,Spring,2014,April,3.057,High
Serbia,Winter,2014,January,4.585,High
Serbia,Winter,2014,February,4.275,High
Serbia,Spring,2014,March,3.641,High
Slovakia,Winter,2014,January,4.5,High
Slovakia,Winter,2014,February,4.408,High
Slovakia,Spring,2014,March,4.705,High
Slovakia,Fall,2014,November,2.851,High
Slovenia,Winter,2014,January,5.119,High
Slovenia,Winter,2014,February,3.474,High
Slovenia,Spring,2014,March,4.089,High
Slovenia,Spring,2014,April,2.906,High
Slovenia,Fall,2014,October,2.981,High
Slovenia,Fall,2014,November,3.827,High
Spain,Spring,2014,April,3.111,High
Spain,Fall,2014,October,3.189,High
Svalbard and Jan Mayen Islands,Winter,2014,January,9.676,High
Svalbard and Jan Mayen Islands,Winter,2014,February,11.759,High
Svalbard and Jan Mayen Islands,Spring,2014,March,5.478,High
Svalbard and Jan Mayen Islands,Fall,2014,October,2.604,High
Sweden,Winter,2014,February,7.274,High
Sweden,Spring,2014,March,4.952,High
Sweden,Spring,2014,April,2.855,High
Sweden,Summer,2014,July,4.019,High
Switzerland,Winter,2014,January,3.587,High
Switzerland,Winter,2014,February,2.973,High
Switzerland,Spring,2014,March,3.089,High
Switzerland,Spring,2014,April,3.002,High
Switzerland,Fall,2014,October,3.198,High
Switzerland,Fall,2014,November,3.491,High
Syrian Arab Republic,Spring,2014,March,2.867,High
Tajikistan,Winter,2014,February,-2.617,Low
Tunisia,Fall,2014,September,3.354,High
Tunisia,Fall,2014,October,3.302,High
Tunisia,Fall,2014,November,2.803,High
Turkey,Summer,2014,August,2.496,High
Turkey,Winter,2014,December,3.191,High
Turkmenistan,Winter,2014,February,-3.459,Low
Turkmenistan,Spring,2014,May,3.602,High
Turkmenistan,Summer,2014,June,2.647,High
Turkmenistan,Fall,2014,November,-1.824,Low
Ukraine,Winter,2014,February,3.363,High
Ukraine,Spring,2014,March,5.76,High
Uruguay,Fall,2014,October,3.118,High
Uzbekistan,Winter,2014,February,-5.367,Low
Uzbekistan,Spring,2014,May,3.535,High
Uzbekistan,Fall,2014,November,-2.327,Low
Central Asia,Winter,2014,February,-3.567,Low
Central Asia,Spring,2014,March,2.836,High
Central Asia,Spring,2014,May,2.837,High
Central Asia,Summer,2014,August,2.721,High
Europe,Spring,2014,March,4.801,High
Europe,Spring,2014,April,3.449,High
Eastern Europe,Spring,2014,March,5.181,High
Eastern Europe,Spring,2014,April,3.643,High
Northern Europe,Winter,2014,February,5.965,High
Northern Europe,Spring,2014,March,4.177,High
Northern Europe,Summer,2014,July,3.427,High
Western Europe,Winter,2014,January,3.32,High
Western Europe,Winter,2014,February,3.281,High
Western Europe,Spring,2014,March,3.031,High
Western Europe,Spring,2014,April,3.117,High
Western Europe,Fall,2014,October,3.148,High
Western Europe,Fall,2014,November,3.17,High
European Union,Winter,2014,February,3.894,High
European Union,Spring,2014,March,3.403,High
Albania,Summer,2015,July,3.828,High
Albania,Summer,2015,August,3.174,High
Albania,Fall,2015,September,2.707,High
Algeria,Spring,2015,April,3.222,High
Algeria,Spring,2015,May,3.218,High
Algeria,Fall,2015,October,2.734,High
Andorra,Summer,2015,June,3.647,High
Andorra,Summer,2015,July,3.762,High
Andorra,Fall,2015,November,2.957,High
Andorra,Winter,2015,December,3.596,High
Antarctica,Fall,2015,October,2.672,High
Armenia,Winter,2015,February,3.087,High
Armenia,Summer,2015,June,2.984,High
Armenia,Summer,2015,July,2.615,High
Armenia,Fall,2015,September,3.191,High
Aruba,Fall,2015,September,2.891,High
Australia,Fall,2015,October,2.98,High
Austria,Winter,2015,January,3.332,High
Austria,Summer,2015,July,4.192,High
Austria,Summer,2015,August,4.032,High
Austria,Fall,2015,November,3.224,High
Austria,Winter,2015,December,4.234,High
Azerbaijan,Summer,2015,June,3.77,High
Azerbaijan,Fall,2015,September,2.576,High
Bahamas,Winter,2015,December,3.458,High
Bahrain,Spring,2015,May,3.4,High
Bahrain,Summer,2015,July,2.767,High
Bahrain,Summer,2015,August,2.905,High
Bahrain,Fall,2015,September,2.994,High
Bahrain,Fall,2015,October,3.685,High
Belarus,Winter,2015,January,5.815,High
Belarus,Winter,2015,February,5.092,High
Belarus,Spring,2015,March,6.026,High
Belarus,Summer,2015,August,2.892,High
Belarus,Fall,2015,November,2.655,High
Belarus,Winter,2015,December,5.193,High
Belgium,Summer,2015,July,2.587,High
Belgium,Summer,2015,August,2.774,High
Belgium,Fall,2015,November,3.817,High
Belgium,Winter,2015,December,5.866,High
Belize,Winter,2015,December,3.982,High
Bolivia (Plurinational State of),Summer,2015,July,3.433,High
Bosnia and Herzegovina,Summer,2015,July,4.358,High
Bosnia and Herzegovina,Summer,2015,August,3.338,High
Botswana,Summer,2015,August,2.942,High
Botswana,Fall,2015,October,2.934,High
Botswana,Winter,2015,December,3.231,High
Bulgaria,Fall,2015,September,2.616,High
Bulgaria,Fall,2015,November,2.882,High
Canada,Winter,2015,December,3.312,High
Chad,Fall,2015,October,2.766,High
Channel Islands,Fall,2015,November,3.698,High
Channel Islands,Winter,2015,December,4.795,High
"China, Hong Kong SAR",Fall,2015,November,2.925,High
"China, Macao SAR",Fall,2015,November,2.925,High
Costa Rica,Summer,2015,June,2.59,High
Croatia,Summer,2015,July,4.243,High
Croatia,Summer,2015,August,3.263,High
Cyprus,Fall,2015,September,3.058,High
Czechia,Winter,2015,January,3.774,High
Czechia,Summer,2015,July,3.565,High
Czechia,Summer,2015,August,4.895,High
Czechia,Fall,2015,November,3.383,High
Czechia,Winter,2015,December,4.98,High
Denmark,Winter,2015,January,3.534,High
Denmark,Winter,2015,February,2.975,High
Denmark,Spring,2015,March,3.218,High
Denmark,Fall,2015,November,2.779,High
Denmark,Winter,2015,December,5.085,High
Djibouti,Summer,2015,August,2.616,High
Egypt,Summer,2015,August,3.424,High
Egypt,Fall,2015,September,3.296,High
Eritrea,Spring,2015,March,3.435,High
Eritrea,Summer,2015,July,3.272,High
Eritrea,Summer,2015,August,3.007,High
Estonia,Winter,2015,January,4.843,High
Estonia,Winter,2015,February,6.248,High
Estonia,Spring,2015,March,5.775,High
Estonia,Fall,2015,November,3.51,High
Estonia,Winter,2015,December,5.842,High
Finland,Winter,2015,February,7.3,High
Finland,Spring,2015,March,5.774,High
Finland,Spring,2015,April,3.036,High
Finland,Fall,2015,September,2.906,High
Finland,Fall,2015,November,4.205,High
Finland,Winter,2015,December,5.271,High
France,Summer,2015,June,2.5,High
France,Summer,2015,July,3.297,High
France,Fall,2015,November,3.429,High
France,Winter,2015,December,4.417,High
Georgia,Summer,2015,June,2.672,High
Georgia,Fall,2015,September,4.096,High
Germany,Winter,2015,January,2.952,High
Germany,Summer,2015,July,2.768,High
Germany,Summer,2015,August,3.562,High
Germany,Fall,2015,November,3.653,High
Germany,Winter,2015,December,5.839,High
Gibraltar,Spring,2015,May,3.227,High
Gibraltar,Summer,2015,July,3.527,High
Gibraltar,Winter,2015,December,3.152,High
Greece,Fall,2015,September,2.542,High
Greenland,Winter,2015,February,-2.462,Low
