Area,Year,Standard Deviation
Southern Europe,2004,0.883
Western Europe,2004,2.053
Western Europe,2004,2.145
Western Europe,2004,1.577
Western Europe,2004,1.194
Western Europe,2004,0.873
Western Europe,2004,1.019
Western Europe,2004,1.099
Western Europe,2004,0.908
Western Europe,2004,1.174
Western Europe,2004,1.45
Western Europe,2004,1.098
Western Europe,2004,1.828
Australia and New Zealand,2004,0.654
Australia and New Zealand,2004,0.511
Australia and New Zealand,2004,0.514
Australia and New Zealand,2004,0.467
Australia and New Zealand,2004,0.691
Australia and New Zealand,2004,0.601
Australia and New Zealand,2004,0.76
Australia and New Zealand,2004,0.608
Australia and New Zealand,2004,0.752
Australia and New Zealand,2004,0.833
Australia and New Zealand,2004,0.631
Australia and New Zealand,2004,0.708
Antarctica,2005,1.24
Antarctica,2005,1.084
Antarctica,2005,1.156
Antarctica,2005,1.868
Antarctica,2005,1.704
Antarctica,2005,1.929
Antarctica,2005,1.801
Antarctica,2005,2.216
Antarctica,2005,2.058
Antarctica,2005,1.344
Antarctica,2005,1.124
Antarctica,2005,1.161
South Africa,2005,0.637
South Africa,2005,0.583
South Africa,2005,0.625
South Africa,2005,0.64
South Africa,2005,0.483
South Africa,2005,0.788
South Africa,2005,0.656
South Africa,2005,0.65
South Africa,2005,0.742
South Africa,2005,0.762
South Africa,2005,0.657
South Africa,2005,0.701
Africa,2005,0.488
Africa,2005,0.483
Africa,2005,0.484
Africa,2005,0.316
Africa,2005,0.341
Africa,2005,0.292
Africa,2005,0.313
Africa,2005,0.303
Africa,2005,0.304
Africa,2005,0.304
Africa,2005,0.314
Africa,2005,0.353
Eastern Africa,2005,0.345
Eastern Africa,2005,0.338
Eastern Africa,2005,0.363
Eastern Africa,2005,0.399
Eastern Africa,2005,0.451
Eastern Africa,2005,0.369
Eastern Africa,2005,0.353
Eastern Africa,2005,0.349
Eastern Africa,2005,0.346
Eastern Africa,2005,0.371
Eastern Africa,2005,0.304
Eastern Africa,2005,0.378
Middle Africa,2005,0.418
Middle Africa,2005,0.506
Middle Africa,2005,0.355
Middle Africa,2005,0.317
Middle Africa,2005,0.291
Middle Africa,2005,0.26
Middle Africa,2005,0.327
Middle Africa,2005,0.295
Middle Africa,2005,0.33
Middle Africa,2005,0.27
Middle Africa,2005,0.301
Middle Africa,2005,0.401
Northern Africa,2005,0.767
Northern Africa,2005,0.804
Northern Africa,2005,0.79
Northern Africa,2005,0.395
Northern Africa,2005,0.506
Northern Africa,2005,0.308
Northern Africa,2005,0.419
Northern Africa,2005,0.312
Northern Africa,2005,0.368
Northern Africa,2005,0.45
Northern Africa,2005,0.624
Northern Africa,2005,0.642
Southern Africa,2005,0.706
Southern Africa,2005,0.624
Southern Africa,2005,0.753
Southern Africa,2005,0.617
Southern Africa,2005,0.409
Southern Africa,2005,0.852
Southern Africa,2005,0.572
Southern Africa,2005,0.61
Southern Africa,2005,0.621
Southern Africa,2005,0.685
Southern Africa,2005,0.585
Southern Africa,2005,0.58
Western Africa,2005,0.915
Western Africa,2005,0.781
Western Africa,2005,0.701
Western Africa,2005,0.498
Western Africa,2005,0.425
Western Africa,2005,0.44
Western Africa,2005,0.446
Western Africa,2005,0.51
Western Africa,2005,0.478
Western Africa,2005,0.424
Western Africa,2005,0.437
Western Africa,2005,0.57
Northern America,2005,0.948
Northern America,2005,1.621
Northern America,2005,1.087
Northern America,2005,0.825
Northern America,2005,0.519
Northern America,2005,0.429
Northern America,2005,0.366
Northern America,2005,0.38
Northern America,2005,0.602
Northern America,2005,0.936
Northern America,2005,0.627
Northern America,2005,1.326
Central America,2005,0.595
Central America,2005,0.52
Central America,2005,0.643
Central America,2005,0.461
Central America,2005,0.325
Central America,2005,0.403
Central America,2005,0.488
Central America,2005,0.385
Central America,2005,0.403
Central America,2005,0.469
Central America,2005,0.566
Central America,2005,0.513
South America,2005,0.263
South America,2005,0.326
South America,2005,0.414
South America,2005,0.418
South America,2005,0.479
South America,2005,0.564
South America,2005,0.495
South America,2005,0.39
South America,2005,0.334
South America,2005,0.335
South America,2005,0.315
South America,2005,0.272
Central Asia,2005,
Central Asia,2005,
Central Asia,2005,
Central Asia,2005,
Central Asia,2005,
Central Asia,2005,
Central Asia,2005,
Central Asia,2005,
Central Asia,2005,
Central Asia,2005,
Central Asia,2005,
Central Asia,2005,
Eastern Asia,2005,1.045
Eastern Asia,2005,1.725
Eastern Asia,2005,1.077
Eastern Asia,2005,0.683
Eastern Asia,2005,0.467
Eastern Asia,2005,0.366
Eastern Asia,2005,0.303
Eastern Asia,2005,0.42
Eastern Asia,2005,0.482
Eastern Asia,2005,0.524
Eastern Asia,2005,1.088
Eastern Asia,2005,1.24
Southern Asia,2005,0.962
Southern Asia,2005,1.265
Southern Asia,2005,0.867
Southern Asia,2005,0.796
Southern Asia,2005,0.556
Southern Asia,2005,0.323
Southern Asia,2005,0.247
Southern Asia,2005,0.244
Southern Asia,2005,0.243
Southern Asia,2005,0.524
Southern Asia,2005,0.642
Southern Asia,2005,0.705
South-Eastern Asia,2005,0.567
South-Eastern Asia,2005,0.456
South-Eastern Asia,2005,0.381
South-Eastern Asia,2005,0.349
South-Eastern Asia,2005,0.25
South-Eastern Asia,2005,0.22
South-Eastern Asia,2005,0.2
South-Eastern Asia,2005,0.162
South-Eastern Asia,2005,0.143
South-Eastern Asia,2005,0.178
South-Eastern Asia,2005,0.368
South-Eastern Asia,2005,0.465
Western Asia,2005,1.179
Western Asia,2005,1.261
Western Asia,2005,0.935
Western Asia,2005,0.759
Western Asia,2005,0.572
Western Asia,2005,0.539
Western Asia,2005,0.474
Western Asia,2005,0.568
Western Asia,2005,0.585
Western Asia,2005,0.653
Western Asia,2005,0.934
Western Asia,2005,0.997
Eastern Europe,2005,1.94
Eastern Europe,2005,1.869
Eastern Europe,2005,1.375
Eastern Europe,2005,0.866
Eastern Europe,2005,0.642
Eastern Europe,2005,0.638
Eastern Europe,2005,0.539
Eastern Europe,2005,0.453
Eastern Europe,2005,0.576
Eastern Europe,2005,0.86
Eastern Europe,2005,0.88
Eastern Europe,2005,1.055
Northern Europe,2005,2.461
Northern Europe,2005,2.643
Northern Europe,2005,1.93
Northern Europe,2005,0.923
Northern Europe,2005,0.868
Northern Europe,2005,0.979
Northern Europe,2005,0.914
Northern Europe,2005,0.731
Northern Europe,2005,0.864
Northern Europe,2005,1.259
Northern Europe,2005,1.449
Northern Europe,2005,2.186
Southern Europe,2005,0.843
Southern Europe,2005,1.294
Southern Europe,2005,1.0
Southern Europe,2005,0.861
Southern Europe,2005,0.719
Southern Europe,2005,0.695
Southern Europe,2005,0.453
Southern Europe,2005,0.729
Southern Europe,2005,0.889
Southern Europe,2005,0.94
Southern Europe,2005,0.862
Southern Europe,2005,0.883
Western Europe,2005,2.053
Western Europe,2005,2.145
Western Europe,2005,1.577
Western Europe,2005,1.194
Western Europe,2005,0.873
Western Europe,2005,1.019
Western Europe,2005,1.099
Western Europe,2005,0.908
Western Europe,2005,1.174
Western Europe,2005,1.45
Western Europe,2005,1.098
Western Europe,2005,1.828
Australia and New Zealand,2005,0.654
Australia and New Zealand,2005,0.511
Australia and New Zealand,2005,0.514
Australia and New Zealand,2005,0.467
Australia and New Zealand,2005,0.691
Australia and New Zealand,2005,0.601
Australia and New Zealand,2005,0.76
Australia and New Zealand,2005,0.608
Australia and New Zealand,2005,0.752
Australia and New Zealand,2005,0.833
Australia and New Zealand,2005,0.631
Australia and New Zealand,2005,0.708
Antarctica,2006,1.24
Antarctica,2006,1.084
Antarctica,2006,1.156
Antarctica,2006,1.868
Antarctica,2006,1.704
Antarctica,2006,1.929
Antarctica,2006,1.801
Antarctica,2006,2.216
Antarctica,2006,2.058
Antarctica,2006,1.344
Antarctica,2006,1.124
Antarctica,2006,1.161
South Africa,2006,0.637
South Africa,2006,0.583
South Africa,2006,0.625
South Africa,2006,0.64
South Africa,2006,0.483
South Africa,2006,0.788
South Africa,2006,0.656
South Africa,2006,0.65
South Africa,2006,0.742
South Africa,2006,0.762
South Africa,2006,0.657
South Africa,2006,0.701
Africa,2006,0.488
Africa,2006,0.483
Africa,2006,0.484
Africa,2006,0.316
Africa,2006,0.341
Africa,2006,0.292
Africa,2006,0.313
Africa,2006,0.303
Africa,2006,0.304
Africa,2006,0.304
Africa,2006,0.314
Africa,2006,0.353
Eastern Africa,2006,0.345
Eastern Africa,2006,0.338
Eastern Africa,2006,0.363
Eastern Africa,2006,0.399
Eastern Africa,2006,0.451
Eastern Africa,2006,0.369
Eastern Africa,2006,0.353
Eastern Africa,2006,0.349
Eastern Africa,2006,0.346
Eastern Africa,2006,0.371
Eastern Africa,2006,0.304
Eastern Africa,2006,0.378
Middle Africa,2006,0.418
Middle Africa,2006,0.506
Middle Africa,2006,0.355
Middle Africa,2006,0.317
Middle Africa,2006,0.291
Middle Africa,2006,0.26
Middle Africa,2006,0.327
Middle Africa,2006,0.295
Middle Africa,2006,0.33
Middle Africa,2006,0.27
Middle Africa,2006,0.301
Middle Africa,2006,0.401
Northern Africa,2006,0.767
Northern Africa,2006,0.804
Northern Africa,2006,0.79
Northern Africa,2006,0.395
Northern Africa,2006,0.506
Northern Africa,2006,0.308
Northern Africa,2006,0.419
Northern Africa,2006,0.312
Northern Africa,2006,0.368
Northern Africa,2006,0.45
Northern Africa,2006,0.624
Northern Africa,2006,0.642
Southern Africa,2006,0.706
Southern Africa,2006,0.624
Southern Africa,2006,0.753
Southern Africa,2006,0.617
Southern Africa,2006,0.409
Southern Africa,2006,0.852
Southern Africa,2006,0.572
Southern Africa,2006,0.61
Southern Africa,2006,0.621
Southern Africa,2006,0.685
Southern Africa,2006,0.585
Southern Africa,2006,0.58
Western Africa,2006,0.915
Western Africa,2006,0.781
Western Africa,2006,0.701
Western Africa,2006,0.498
Western Africa,2006,0.425
Western Africa,2006,0.44
Western Africa,2006,0.446
Western Africa,2006,0.51
Western Africa,2006,0.478
Western Africa,2006,0.424
Western Africa,2006,0.437
Western Africa,2006,0.57
Northern America,2006,0.948
Northern America,2006,1.621
Northern America,2006,1.087
Northern America,2006,0.825
Northern America,2006,0.519
Northern America,2006,0.429
Northern America,2006,0.366
Northern America,2006,0.38
Northern America,2006,0.602
Northern America,2006,0.936
Northern America,2006,0.627
Northern America,2006,1.326
Central America,2006,0.595
Central America,2006,0.52
Central America,2006,0.643
Central America,2006,0.461
Central America,2006,0.325
Central America,2006,0.403
Central America,2006,0.488
Central America,2006,0.385
Central America,2006,0.403
Central America,2006,0.469
Central America,2006,0.566
Central America,2006,0.513
South America,2006,0.263
South America,2006,0.326
South America,2006,0.414
South America,2006,0.418
South America,2006,0.479
South America,2006,0.564
South America,2006,0.495
South America,2006,0.39
South America,2006,0.334
South America,2006,0.335
South America,2006,0.315
South America,2006,0.272
Central Asia,2006,
Central Asia,2006,
Central Asia,2006,
Central Asia,2006,
Central Asia,2006,
Central Asia,2006,
Central Asia,2006,
Central Asia,2006,
Central Asia,2006,
Central Asia,2006,
Central Asia,2006,
Central Asia,2006,
Eastern Asia,2006,1.045
Eastern Asia,2006,1.725
Eastern Asia,2006,1.077
Eastern Asia,2006,0.683
Eastern Asia,2006,0.467
Eastern Asia,2006,0.366
Eastern Asia,2006,0.303
Eastern Asia,2006,0.42
Eastern Asia,2006,0.482
Eastern Asia,2006,0.524
Eastern Asia,2006,1.088
Eastern Asia,2006,1.24
Southern Asia,2006,0.962
Southern Asia,2006,1.265
Southern Asia,2006,0.867
Southern Asia,2006,0.796
Southern Asia,2006,0.556
Southern Asia,2006,0.323
Southern Asia,2006,0.247
Southern Asia,2006,0.244
Southern Asia,2006,0.243
Southern Asia,2006,0.524
Southern Asia,2006,0.642
Southern Asia,2006,0.705
South-Eastern Asia,2006,0.567
South-Eastern Asia,2006,0.456
South-Eastern Asia,2006,0.381
South-Eastern Asia,2006,0.349
South-Eastern Asia,2006,0.25
South-Eastern Asia,2006,0.22
South-Eastern Asia,2006,0.2
South-Eastern Asia,2006,0.162
South-Eastern Asia,2006,0.143
South-Eastern Asia,2006,0.178
South-Eastern Asia,2006,0.368
South-Eastern Asia,2006,0.465
Western Asia,2006,1.179
Western Asia,2006,1.261
Western Asia,2006,0.935
Western Asia,2006,0.759
Western Asia,2006,0.572
Western Asia,2006,0.539
Western Asia,2006,0.474
Western Asia,2006,0.568
Western Asia,2006,0.585
Western Asia,2006,0.653
Western Asia,2006,0.934
Western Asia,2006,0.997
Eastern Europe,2006,1.94
Eastern Europe,2006,1.869
Eastern Europe,2006,1.375
Eastern Europe,2006,0.866
Eastern Europe,2006,0.642
Eastern Europe,2006,0.638
Eastern Europe,2006,0.539
Eastern Europe,2006,0.453
Eastern Europe,2006,0.576
Eastern Europe,2006,0.86
Eastern Europe,2006,0.88
Eastern Europe,2006,1.055
Northern Europe,2006,2.461
Northern Europe,2006,2.643
Northern Europe,2006,1.93
Northern Europe,2006,0.923
Northern Europe,2006,0.868
Northern Europe,2006,0.979
Northern Europe,2006,0.914
Northern Europe,2006,0.731
Northern Europe,2006,0.864
Northern Europe,2006,1.259
Northern Europe,2006,1.449
Northern Europe,2006,2.186
Southern Europe,2006,0.843
Southern Europe,2006,1.294
Southern Europe,2006,1.0
Southern Europe,2006,0.861
Southern Europe,2006,0.719
Southern Europe,2006,0.695
Southern Europe,2006,0.453
Southern Europe,2006,0.729
Southern Europe,2006,0.889
Southern Europe,2006,0.94
Southern Europe,2006,0.862
Southern Europe,2006,0.883
Western Europe,2006,2.053
Western Europe,2006,2.145
Western Europe,2006,1.577
Western Europe,2006,1.194
Western Europe,2006,0.873
Western Europe,2006,1.019
Western Europe,2006,1.099
Western Europe,2006,0.908
Western Europe,2006,1.174
Western Europe,2006,1.45
Western Europe,2006,1.098
Western Europe,2006,1.828
Australia and New Zealand,2006,0.654
Australia and New Zealand,2006,0.511
Australia and New Zealand,2006,0.514
Australia and New Zealand,2006,0.467
Australia and New Zealand,2006,0.691
Australia and New Zealand,2006,0.601
Australia and New Zealand,2006,0.76
Australia and New Zealand,2006,0.608
Australia and New Zealand,2006,0.752
Australia and New Zealand,2006,0.833
Australia and New Zealand,2006,0.631
Australia and New Zealand,2006,0.708
Antarctica,2007,1.24
Antarctica,2007,1.084
Antarctica,2007,1.156
Antarctica,2007,1.868
Antarctica,2007,1.704
Antarctica,2007,1.929
Antarctica,2007,1.801
Antarctica,2007,2.216
Antarctica,2007,2.058
Antarctica,2007,1.344
Antarctica,2007,1.124
Antarctica,2007,1.161
South Africa,2007,0.637
South Africa,2007,0.583
South Africa,2007,0.625
South Africa,2007,0.64
South Africa,2007,0.483
South Africa,2007,0.788
South Africa,2007,0.656
South Africa,2007,0.65
South Africa,2007,0.742
South Africa,2007,0.762
South Africa,2007,0.657
South Africa,2007,0.701
Africa,2007,0.488
Africa,2007,0.483
Africa,2007,0.484
Africa,2007,0.316
Africa,2007,0.341
Africa,2007,0.292
Africa,2007,0.313
Africa,2007,0.303
Africa,2007,0.304
Africa,2007,0.304
Africa,2007,0.314
Africa,2007,0.353
Eastern Africa,2007,0.345
Eastern Africa,2007,0.338
Eastern Africa,2007,0.363
Eastern Africa,2007,0.399
Eastern Africa,2007,0.451
Eastern Africa,2007,0.369
Eastern Africa,2007,0.353
Eastern Africa,2007,0.349
Eastern Africa,2007,0.346
Eastern Africa,2007,0.371
Eastern Africa,2007,0.304
Eastern Africa,2007,0.378
Middle Africa,2007,0.418
Middle Africa,2007,0.506
Middle Africa,2007,0.355
Middle Africa,2007,0.317
Middle Africa,2007,0.291
Middle Africa,2007,0.26
Middle Africa,2007,0.327
Middle Africa,2007,0.295
Middle Africa,2007,0.33
Middle Africa,2007,0.27
Middle Africa,2007,0.301
Middle Africa,2007,0.401
Northern Africa,2007,0.767
Northern Africa,2007,0.804
Northern Africa,2007,0.79
Northern Africa,2007,0.395
Northern Africa,2007,0.506
Northern Africa,2007,0.308
Northern Africa,2007,0.419
Northern Africa,2007,0.312
Northern Africa,2007,0.368
Northern Africa,2007,0.45
Northern Africa,2007,0.624
Northern Africa,2007,0.642
Southern Africa,2007,0.706
Southern Africa,2007,0.624
Southern Africa,2007,0.753
Southern Africa,2007,0.617
Southern Africa,2007,0.409
Southern Africa,2007,0.852
Southern Africa,2007,0.572
Southern Africa,2007,0.61
Southern Africa,2007,0.621
Southern Africa,2007,0.685
Southern Africa,2007,0.585
Southern Africa,2007,0.58
Western Africa,2007,0.915
Western Africa,2007,0.781
Western Africa,2007,0.701
Western Africa,2007,0.498
Western Africa,2007,0.425
Western Africa,2007,0.44
Western Africa,2007,0.446
Western Africa,2007,0.51
Western Africa,2007,0.478
Western Africa,2007,0.424
Western Africa,2007,0.437
Western Africa,2007,0.57
Northern America,2007,0.948
Northern America,2007,1.621
Northern America,2007,1.087
Northern America,2007,0.825
Northern America,2007,0.519
Northern America,2007,0.429
Northern America,2007,0.366
Northern America,2007,0.38
Northern America,2007,0.602
Northern America,2007,0.936
Northern America,2007,0.627
Northern America,2007,1.326
Central America,2007,0.595
Central America,2007,0.52
Central America,2007,0.643
Central America,2007,0.461
Central America,2007,0.325
Central America,2007,0.403
Central America,2007,0.488
Central America,2007,0.385
Central America,2007,0.403
Central America,2007,0.469
Central America,2007,0.566
Central America,2007,0.513
South America,2007,0.263
South America,2007,0.326
South America,2007,0.414
South America,2007,0.418
South America,2007,0.479
South America,2007,0.564
South America,2007,0.495
South America,2007,0.39
South America,2007,0.334
South America,2007,0.335
South America,2007,0.315
South America,2007,0.272
Central Asia,2007,
Central Asia,2007,
Central Asia,2007,
Central Asia,2007,
Central Asia,2007,
Central Asia,2007,
Central Asia,2007,
Central Asia,2007,
Central Asia,2007,
Central Asia,2007,
Central Asia,2007,
Central Asia,2007,
Eastern Asia,2007,1.045
Eastern Asia,2007,1.725
Eastern Asia,2007,1.077
Eastern Asia,2007,0.683
Eastern Asia,2007,0.467
Eastern Asia,2007,0.366
Eastern Asia,2007,0.303
Eastern Asia,2007,0.42
Eastern Asia,2007,0.482
Eastern Asia,2007,0.524
Eastern Asia,2007,1.088
Eastern Asia,2007,1.24
Southern Asia,2007,0.962
Southern Asia,2007,1.265
Southern Asia,2007,0.867
Southern Asia,2007,0.796
Southern Asia,2007,0.556
Southern Asia,2007,0.323
Southern Asia,2007,0.247
Southern Asia,2007,0.244
Southern Asia,2007,0.243
Southern Asia,2007,0.524
Southern Asia,2007,0.642
Southern Asia,2007,0.705
South-Eastern Asia,2007,0.567
South-Eastern Asia,2007,0.456
South-Eastern Asia,2007,0.381
South-Eastern Asia,2007,0.349
South-Eastern Asia,2007,0.25
South-Eastern Asia,2007,0.22
South-Eastern Asia,2007,0.2
South-Eastern Asia,2007,0.162
South-Eastern Asia,2007,0.143
South-Eastern Asia,2007,0.178
South-Eastern Asia,2007,0.368
South-Eastern Asia,2007,0.465
Western Asia,2007,1.179
Western Asia,2007,1.261
Western Asia,2007,0.935
Western Asia,2007,0.759
Western Asia,2007,0.572
Western Asia,2007,0.539
Western Asia,2007,0.474
Western Asia,2007,0.568
Western Asia,2007,0.585
Western Asia,2007,0.653
Western Asia,2007,0.934
Western Asia,2007,0.997
Eastern Europe,2007,1.94
Eastern Europe,2007,1.869
Eastern Europe,2007,1.375
Eastern Europe,2007,0.866
Eastern Europe,2007,0.642
Eastern Europe,2007,0.638
Eastern Europe,2007,0.539
Eastern Europe,2007,0.453
Eastern Europe,2007,0.576
Eastern Europe,2007,0.86
Eastern Europe,2007,0.88
Eastern Europe,2007,1.055
Northern Europe,2007,2.461
Northern Europe,2007,2.643
Northern Europe,2007,1.93
Northern Europe,2007,0.923
Northern Europe,2007,0.868
Northern Europe,2007,0.979
Northern Europe,2007,0.914
Northern Europe,2007,0.731
Northern Europe,2007,0.864
Northern Europe,2007,1.259
Northern Europe,2007,1.449
Northern Europe,2007,2.186
Southern Europe,2007,0.843
Southern Europe,2007,1.294
Southern Europe,2007,1.0
Southern Europe,2007,0.861
Southern Europe,2007,0.719
Southern Europe,2007,0.695
Southern Europe,2007,0.453
Southern Europe,2007,0.729
Southern Europe,2007,0.889
Southern Europe,2007,0.94
Southern Europe,2007,0.862
Southern Europe,2007,0.883
Western Europe,2007,2.053
Western Europe,2007,2.145
Western Europe,2007,1.577
Western Europe,2007,1.194
Western Europe,2007,0.873
Western Europe,2007,1.019
Western Europe,2007,1.099
Western Europe,2007,0.908
Western Europe,2007,1.174
Western Europe,2007,1.45
Western Europe,2007,1.098
Western Europe,2007,1.828
Australia and New Zealand,2007,0.654
Australia and New Zealand,2007,0.511
Australia and New Zealand,2007,0.514
Australia and New Zealand,2007,0.467
Australia and New Zealand,2007,0.691
Australia and New Zealand,2007,0.601
Australia and New Zealand,2007,0.76
Australia and New Zealand,2007,0.608
Australia and New Zealand,2007,0.752
Australia and New Zealand,2007,0.833
Australia and New Zealand,2007,0.631
Australia and New Zealand,2007,0.708
Antarctica,2008,1.24
Antarctica,2008,1.084
Antarctica,2008,1.156
Antarctica,2008,1.868
Antarctica,2008,1.704
Antarctica,2008,1.929
Antarctica,2008,1.801
Antarctica,2008,2.216
Antarctica,2008,2.058
Antarctica,2008,1.344
Antarctica,2008,1.124
Antarctica,2008,1.161
South Africa,2008,0.637
South Africa,2008,0.583
South Africa,2008,0.625
South Africa,2008,0.64
South Africa,2008,0.483
South Africa,2008,0.788
South Africa,2008,0.656
South Africa,2008,0.65
South Africa,2008,0.742
South Africa,2008,0.762
South Africa,2008,0.657
South Africa,2008,0.701
Africa,2008,0.488
Africa,2008,0.483
Africa,2008,0.484
Africa,2008,0.316
Africa,2008,0.341
Africa,2008,0.292
Africa,2008,0.313
Africa,2008,0.303
Africa,2008,0.304
Africa,2008,0.304
Africa,2008,0.314
Africa,2008,0.353
Eastern Africa,2008,0.345
Eastern Africa,2008,0.338
Eastern Africa,2008,0.363
Eastern Africa,2008,0.399
Eastern Africa,2008,0.451
Eastern Africa,2008,0.369
Eastern Africa,2008,0.353
Eastern Africa,2008,0.349
Eastern Africa,2008,0.346
Eastern Africa,2008,0.371
Eastern Africa,2008,0.304
Eastern Africa,2008,0.378
Middle Africa,2008,0.418
Middle Africa,2008,0.506
Middle Africa,2008,0.355
Middle Africa,2008,0.317
Middle Africa,2008,0.291
Middle Africa,2008,0.26
Middle Africa,2008,0.327
Middle Africa,2008,0.295
Middle Africa,2008,0.33
Middle Africa,2008,0.27
Middle Africa,2008,0.301
Middle Africa,2008,0.401
Northern Africa,2008,0.767
Northern Africa,2008,0.804
Northern Africa,2008,0.79
Northern Africa,2008,0.395
Northern Africa,2008,0.506
Northern Africa,2008,0.308
Northern Africa,2008,0.419
Northern Africa,2008,0.312
Northern Africa,2008,0.368
Northern Africa,2008,0.45
Northern Africa,2008,0.624
Northern Africa,2008,0.642
Southern Africa,2008,0.706
Southern Africa,2008,0.624
Southern Africa,2008,0.753
Southern Africa,2008,0.617
Southern Africa,2008,0.409
Southern Africa,2008,0.852
Southern Africa,2008,0.572
Southern Africa,2008,0.61
Southern Africa,2008,0.621
Southern Africa,2008,0.685
Southern Africa,2008,0.585
Southern Africa,2008,0.58
Western Africa,2008,0.915
Western Africa,2008,0.781
Western Africa,2008,0.701
Western Africa,2008,0.498
Western Africa,2008,0.425
Western Africa,2008,0.44
Western Africa,2008,0.446
Western Africa,2008,0.51
Western Africa,2008,0.478
Western Africa,2008,0.424
Western Africa,2008,0.437
Western Africa,2008,0.57
Northern America,2008,0.948
Northern America,2008,1.621
Northern America,2008,1.087
Northern America,2008,0.825
Northern America,2008,0.519
Northern America,2008,0.429
Northern America,2008,0.366
Northern America,2008,0.38
Northern America,2008,0.602
Northern America,2008,0.936
Northern America,2008,0.627
Northern America,2008,1.326
Central America,2008,0.595
Central America,2008,0.52
Central America,2008,0.643
Central America,2008,0.461
Central America,2008,0.325
Central America,2008,0.403
Central America,2008,0.488
Central America,2008,0.385
Central America,2008,0.403
Central America,2008,0.469
Central America,2008,0.566
Central America,2008,0.513
South America,2008,0.263
South America,2008,0.326
South America,2008,0.414
South America,2008,0.418
South America,2008,0.479
South America,2008,0.564
South America,2008,0.495
South America,2008,0.39
South America,2008,0.334
South America,2008,0.335
South America,2008,0.315
South America,2008,0.272
Central Asia,2008,
Central Asia,2008,
Central Asia,2008,
Central Asia,2008,
Central Asia,2008,
Central Asia,2008,
Central Asia,2008,
Central Asia,2008,
Central Asia,2008,
Central Asia,2008,
Central Asia,2008,
Central Asia,2008,
Eastern Asia,2008,1.045
Eastern Asia,2008,1.725
Eastern Asia,2008,1.077
Eastern Asia,2008,0.683
Eastern Asia,2008,0.467
Eastern Asia,2008,0.366
Eastern Asia,2008,0.303
Eastern Asia,2008,0.42
Eastern Asia,2008,0.482
Eastern Asia,2008,0.524
Eastern Asia,2008,1.088
Eastern Asia,2008,1.24
Southern Asia,2008,0.962
Southern Asia,2008,1.265
Southern Asia,2008,0.867
Southern Asia,2008,0.796
Southern Asia,2008,0.556
Southern Asia,2008,0.323
Southern Asia,2008,0.247
Southern Asia,2008,0.244
Southern Asia,2008,0.243
Southern Asia,2008,0.524
Southern Asia,2008,0.642
Southern Asia,2008,0.705
South-Eastern Asia,2008,0.567
South-Eastern Asia,2008,0.456
South-Eastern Asia,2008,0.381
South-Eastern Asia,2008,0.349
South-Eastern Asia,2008,0.25
South-Eastern Asia,2008,0.22
South-Eastern Asia,2008,0.2
South-Eastern Asia,2008,0.162
South-Eastern Asia,2008,0.143
South-Eastern Asia,2008,0.178
South-Eastern Asia,2008,0.368
South-Eastern Asia,2008,0.465
Western Asia,2008,1.179
Western Asia,2008,1.261
Western Asia,2008,0.935
Western Asia,2008,0.759
Western Asia,2008,0.572
Western Asia,2008,0.539
Western Asia,2008,0.474
Western Asia,2008,0.568
Western Asia,2008,0.585
Western Asia,2008,0.653
Western Asia,2008,0.934
Western Asia,2008,0.997
Eastern Europe,2008,1.94
Eastern Europe,2008,1.869
Eastern Europe,2008,1.375
Eastern Europe,2008,0.866
Eastern Europe,2008,0.642
Eastern Europe,2008,0.638
Eastern Europe,2008,0.539
Eastern Europe,2008,0.453
Eastern Europe,2008,0.576
Eastern Europe,2008,0.86
Eastern Europe,2008,0.88
Eastern Europe,2008,1.055
Northern Europe,2008,2.461
Northern Europe,2008,2.643
Northern Europe,2008,1.93
Northern Europe,2008,0.923
Northern Europe,2008,0.868
Northern Europe,2008,0.979
Northern Europe,2008,0.914
Northern Europe,2008,0.731
Northern Europe,2008,0.864
Northern Europe,2008,1.259
Northern Europe,2008,1.449
Northern Europe,2008,2.186
Southern Europe,2008,0.843
Southern Europe,2008,1.294
Southern Europe,2008,1.0
Southern Europe,2008,0.861
Southern Europe,2008,0.719
Southern Europe,2008,0.695
Southern Europe,2008,0.453
Southern Europe,2008,0.729
Southern Europe,2008,0.889
Southern Europe,2008,0.94
Southern Europe,2008,0.862
Southern Europe,2008,0.883
Western Europe,2008,2.053
Western Europe,2008,2.145
Western Europe,2008,1.577
Western Europe,2008,1.194
Western Europe,2008,0.873
Western Europe,2008,1.019
Western Europe,2008,1.099
Western Europe,2008,0.908
Western Europe,2008,1.174
Western Europe,2008,1.45
Western Europe,2008,1.098
Western Europe,2008,1.828
Australia and New Zealand,2008,0.654
Australia and New Zealand,2008,0.511
Australia and New Zealand,2008,0.514
Australia and New Zealand,2008,0.467
Australia and New Zealand,2008,0.691
Australia and New Zealand,2008,0.601
Australia and New Zealand,2008,0.76
Australia and New Zealand,2008,0.608
Australia and New Zealand,2008,0.752
Australia and New Zealand,2008,0.833
Australia and New Zealand,2008,0.631
Australia and New Zealand,2008,0.708
Antarctica,2009,1.24
Antarctica,2009,1.084
Antarctica,2009,1.156
Antarctica,2009,1.868
Antarctica,2009,1.704
Antarctica,2009,1.929
Antarctica,2009,1.801
Antarctica,2009,2.216
Antarctica,2009,2.058
